fid,datum,pc,plaats,long,lat,aantal
697,202005040696,8470,Zevekote,2.9016605351732,51.1381923,1
698,202005040697,8480,Bekegem,3.0582322396597,51.14886485,1
699,202005040698,8480,Eernegem,3.023122345129,51.12819605,1
700,202005040699,8480,Ichtegem,3.0296222129927,51.08742745,1
701,202005040700,8490,Jabbeke,3.0902953889402,51.1846386,1
702,202005040701,8490,Snellegem,3.1229871043255,51.17552695,1
703,202005040702,8490,Stalhille,3.0730014206469,51.21970915,1
704,202005040703,8490,Varsenare,3.1361350320817,51.19920035,1
705,202005040704,8490,Zerkegem,3.0612486455732,51.1712593,1
706,202005040705,8500,Kortrijk,3.2784153903743,50.81788085,1
707,202005040706,8501,Bissegem,3.2284723,50.8228226,1
708,202005040707,8501,Heule,3.2382004806211,50.8511736,1
709,202005040708,8510,Bellegem,3.2800137,50.7781502,1
710,202005040709,8510,Kooigem,3.3261001,50.739664,1
711,202005040710,8510,Marke,3.2336226,50.8070452,1
712,202005040711,8510,Rollegem,3.2564730180436,50.77232975,1
713,202005040712,8511,Aalbeke,3.2186046321991,50.77745545,1
714,202005040713,8520,Kuurne,3.2736322150643,50.86005145,1
715,202005040714,8530,Harelbeke,3.3425511,50.8293249,1
716,202005040715,8531,Bavikhove,3.3126044844799,50.8790473,1
717,202005040716,8531,Hulste,3.2990273,50.8820656,1
718,202005040717,8540,Deerlijk,3.3622790229139,50.83878495,1
719,202005040718,8550,Zwevegem,3.3419067426276,50.80406995,1
720,202005040719,8551,Heestert,3.4120184,50.7821543,1
721,202005040720,8552,Moen,3.3825263241918,50.775415,1
722,202005040721,8553,Otegem,3.4245499365566,50.80927585,1
723,202005040722,8554,Sint-Denijs,3.349745322203,50.76440175,1
724,202005040723,8560,Gullegem,3.2026154878227,50.84493445,1
725,202005040724,8560,Moorsele,3.1549318040629,50.84259085,1
726,202005040725,8560,Wevelgem,3.1864450062666,50.8121065,1
727,202005040726,8570,Anzegem,3.463734552107,50.844003,1
728,202005040727,8570,Gijzelbrechtegem,3.5060602,50.8279177,1
729,202005040728,8570,Ingooigem,3.4271837357678,50.8297876,1
730,202005040729,8570,Vichte,3.4068379,50.8353247,1
731,202005040730,8572,Kaster,3.4976090001837,50.8121917,1
732,202005040731,8573,Tiegem,3.4697738543929,50.8130531,1
733,202005040732,8580,Avelgem,3.4468985313677,50.7754997,1
734,202005040733,8581,Kerkhove,3.5058971661987,50.8008418,1
735,202005040734,8581,Waarmaarde,3.4854202,50.7903789,1
736,202005040735,8582,Outrijve,3.4257331809137,50.75868715,1
737,202005040736,8583,Bossuit,3.4080819304802,50.74804505,1
738,202005040737,8587,Espierres,3.3465264652837,50.72568025,1
739,202005040738,8587,Espierres-Helchin,3.3465264652837,50.72568025,1
740,202005040739,8587,Helchin,3.3837254,50.7300021,1
741,202005040740,8600,Beerst,2.873227743412,51.05367055,1
742,202005040741,8600,Diksmuide,2.8647185,51.0333408,1
743,202005040742,8600,Driekapellen,3.9855229,50.7059709,1
744,202005040743,8600,Esen,2.8990845692587,51.02078675,1
745,202005040744,8600,Kaaskerke,2.8387074,51.0358094,1
746,202005040745,8600,Keiem,2.8814585998043,51.08623835,1
747,202005040746,8600,Lampernisse,2.7703028703735,51.0396362,1
748,202005040747,8600,Leke,2.8993179258716,51.10066415,1
749,202005040748,8600,Nieuwkapelle,2.8042814087195,50.9974451,1
750,202005040749,8600,Oostkerke,2.7997074366181,51.04353425,1
751,202005040750,8600,Oudekapelle,2.8040816730756,51.0206897,1
752,202005040751,8600,Pervijze,2.7914713556336,51.08053165,1
753,202005040752,8600,Stuivekenskerke,2.823381776939,51.07690075,1
754,202005040753,8600,Vladslo,2.9207800886428,51.06253345,1
755,202005040754,8600,Woumen,2.8520595441482,50.99494815,1
756,202005040755,8610,Handzame,2.996075151704,51.0321939,1
757,202005040756,8610,Kortemark,3.0441178,51.0285109,1
758,202005040757,8610,Werken,2.9637026,51.0290062,1
759,202005040758,8610,Zarren,2.9597764,51.0181095,1
760,202005040759,8620,Nieuwpoort,2.7283986495034,51.14416005,1
761,202005040760,8620,Ramskapelle,2.7811249526825,51.10665355,1
762,202005040761,8620,Sint-Joris,2.7781339,51.1300222,1
763,202005040762,8630,Avekapelle,2.7457710712354,51.0631103,1
764,202005040763,8630,Booitshoeke,2.7399983485035,51.08832895,1
765,202005040764,8630,Bulskamp,2.6434487702288,51.0444613,1
766,202005040765,8630,De Moeren,2.5953950379549,51.03587905,1
767,202005040766,8630,Eggewaartskapelle,2.7298247748665,51.0495264,1
768,202005040767,8630,Houtem,2.604305716244,51.0069146,1
769,202005040768,8630,Steenkerke,2.6895389537109,51.0527661,1
770,202005040769,8630,Veurne,2.6548858237238,51.071043,1
771,202005040770,8630,Vinkem,2.6570581890086,51.01364415,1
772,202005040771,8630,Wulveringem,2.6550439487441,51.03030765,1
773,202005040772,8630,Zoutenaaie,2.7515311775286,51.05092295,1
774,202005040773,8640,Oostvleteren,2.7492224474635,50.92313355,1
775,202005040774,8640,Vleteren,2.7289867,50.930143,1
776,202005040775,8640,Westvleteren,2.7205508961772,50.9103823,1
777,202005040776,8640,Woesten,2.7887585311487,50.9035513,1
778,202005040777,8647,Lo,2.7607800723908,50.9931276,1
779,202005040778,8647,Lo-Reninge,2.7643391,50.9638066,1
780,202005040779,8647,Noordschote,2.8217318560837,50.9484727,1
781,202005040780,8647,Pollinkhove,2.7198585358008,50.9726562,1
782,202005040781,8647,Reninge,2.7771170853989,50.94228475,1
783,202005040782,8650,Houthulst,2.9438110508216,50.97407785,1
784,202005040783,8650,Klerken,2.9155135952546,50.99044185,1
785,202005040784,8650,Merkem,2.8736172801014,50.962074,1
786,202005040785,8660,Adinkerke,2.5896028375712,51.06926315,1
787,202005040786,8660,De Panne,2.5806696887141,51.09437775,1
788,202005040787,8670,Koksijde,2.6353426015022,51.1091101,1
789,202005040788,8670,Oostduinkerke,2.7012679966518,51.12531835,1
790,202005040789,8670,Wulpen,2.7073119164927,51.09779175,1
791,202005040790,8680,Bovekerke,2.9633414725432,51.05621365,1
792,202005040791,8680,Koekelare,2.9682187344976,51.0911765,1
793,202005040792,8680,Zande,2.9186353800579,51.1174383,1
794,202005040793,8690,Alveringem,2.7225688102727,51.01509585,1
795,202005040794,8690,Hoogstade,2.6903321,50.9800701,1
796,202005040795,8690,Oeren,2.7051716,51.0235332,1
797,202005040796,8690,Sint-Rijkers,2.6881434,50.9945231,1
798,202005040797,8691,Gijverinkhove,2.6727552,50.9761749,1
799,202005040798,8691,Izenberge,2.6608332486701,50.9896601,1
800,202005040799,8691,Leisele,2.622401,50.9844835,1
801,202005040800,8691,Stavele,2.673321,50.9398411,1
802,202005040801,8700,Aarsele,3.4139884196625,50.9972412,1
803,202005040802,8700,Kanegem,3.4035567083156,51.021401,1
804,202005040803,8700,Schuiferskapelle,3.3283107336881,51.03700665,1
805,202005040804,8700,Tielt,3.3414263284671,50.99996475,1
806,202005040805,8710,Ooigem,3.3304964142362,50.8949817,1
807,202005040806,8710,Sint-Baafs-Vijve,3.3862545030012,50.9245338,1
808,202005040807,8710,Wielsbeke,3.3604037488967,50.91140755,1
809,202005040808,8720,Dentergem,3.4022937173313,50.966125,1
810,202005040809,8720,Markegem,3.394380172379,50.95014795,1
811,202005040810,8720,Oeselgem,3.429680547389,50.94008805,1
812,202005040811,8720,Wakken,3.4009830853574,50.93483565,1
813,202005040812,8730,Beernem,3.3144732597608,51.12774395,1
814,202005040813,8730,Oedelem,3.3441122702909,51.166016,1
815,202005040814,8730,Sint-Joris,3.3646568393591,51.125095,1
816,202005040815,8740,Egem,3.2540634837689,51.0209559,1
817,202005040816,8740,Pittem,3.2622730034453,50.99996475,1
818,202005040817,8750,Wingene,3.2847683081115,51.06808895,1
819,202005040818,8750,Zwevezele,3.2053756921268,51.0422255,1
820,202005040819,8755,Ruiselede,3.3789495803068,51.062755,1
821,202005040820,8760,Meulebeke,3.2859605761212,50.9484788,1
822,202005040821,8770,Ingelmunster,3.2617189739329,50.92196635,1
823,202005040822,8780,Oostrozebeke,3.3468206372996,50.93434535,1
824,202005040823,8790,Waregem,3.4257380400092,50.87620025,1
825,202005040824,8791,Beveren,3.3427472358752,50.871701,1
826,202005040825,8792,Desselgem,3.3669119563274,50.88302825,1
827,202005040826,8793,Sint-Eloois-Vijve,3.4036062,50.9057236,1
828,202005040827,8800,Beveren,3.14416,50.9687312,1
829,202005040828,8800,Oekene,3.1627760972777,50.9042588,1
830,202005040829,8800,Roeselare,3.124765,50.9444948,1
831,202005040830,8800,Rumbeke,3.1223026883986,50.91511475,1
832,202005040831,8810,Lichtervelde,3.1422717715338,51.03033065,1
833,202005040832,8820,Torhout,3.0913072045454,51.0585915,1
834,202005040833,8830,Gits,3.1103285411089,50.9975916,1
835,202005040834,8830,Hooglede,3.0687215849639,50.98218015,1
836,202005040835,8840,Oostnieuwkerke,3.0641586047981,50.94159445,1
837,202005040836,8840,Staden,3.001340623187,50.97048785,1
838,202005040837,8840,Westrozebeke,3.0095525945894,50.933009,1
839,202005040838,8850,Ardooie,3.2045936674459,50.97076545,1
840,202005040839,8851,Koolskamp,3.2016142835313,51.0075272,1
841,202005040840,8860,Lendelede,3.2320134658174,50.8850661,1
842,202005040841,8870,Emelgem,3.2212852352972,50.9336597,1
843,202005040842,8870,Izegem,3.2090654210557,50.91382225,1
844,202005040843,8870,Kachtem,3.1890400909612,50.93988415,1
845,202005040844,8880,Ledegem,3.1176598783352,50.86898195,1
846,202005040845,8880,Rollegem-Kapelle,3.1510232055719,50.87005025,1
847,202005040846,8880,Sint-Eloois-Winkel,3.179116,50.8765142,1
848,202005040847,8890,Dadizele,3.1056665757612,50.84693275,1
849,202005040848,8890,Moorslede,3.0732075972642,50.89006565,1
850,202005040849,8900,Brielen,2.8475388,50.8689046,1
851,202005040850,8900,Dikkebus,2.8309734,50.8192065,1
852,202005040851,8900,Ieper,2.8914774512132,50.851808,1
853,202005040852,8900,Sint-Jan,2.9038085,50.8646017,1
854,202005040853,8902,Hollebeke,2.9383694,50.8056486,1
855,202005040854,8902,Voormezele,2.8757825,50.8169949,1
856,202005040855,8902,Zillebeke,2.9224029,50.8346385,1
857,202005040856,8904,Boezinge,2.8624482523982,50.89329445,1
858,202005040857,8904,Zuidschote,2.8285726,50.9129617,1
859,202005040858,8906,Elverdinge,2.8086072093094,50.88120105,1
860,202005040859,8908,Vlamertinge,2.8146596555515,50.84722495,1
861,202005040860,8920,Bikschote,2.863108835832,50.92504495,1
862,202005040861,8920,Langemark,2.912173087276,50.91011515,1
863,202005040862,8920,Langemark-Poelkapelle,2.9338635,50.9122567,1
864,202005040863,8920,Poelkapelle,2.9632606863338,50.9278167,1
865,202005040864,8930,Lauwe,3.1938978797182,50.78879055,1
866,202005040865,8930,Menen,3.1156565,50.7969879,1
867,202005040866,8930,Rekkem,3.1658835832872,50.7743769,1
868,202005040867,8940,Geluwe,3.0689009201802,50.826939,1
869,202005040868,8940,Wervik,3.0429882329964,50.79981455,1
870,202005040869,8950,Heuvelland,2.8457459110391,50.76764855,1
871,202005040870,8950,Nieuwkerke,2.8251932,50.7457387,1
872,202005040871,8951,Dranouter,2.7832991,50.7662832,1
873,202005040872,8952,Wulvergem,2.840869239241,50.7675035,1
874,202005040873,8953,Wijtschate,2.9126192876216,50.7832683,1
875,202005040874,8954,Westouter,2.7409610507934,50.8003371,1
876,202005040875,8956,Kemmel,2.8383675286243,50.7952131,1
877,202005040876,8957,Messines,2.9001214234264,50.7596526,1
878,202005040877,8958,Loker,2.7797309731213,50.78372855,1
879,202005040878,8970,Poperinge,2.7222592638771,50.84362245,1
880,202005040879,8970,Reningelst,2.7636029,50.8170498,1
881,202005040880,8972,Krombeke,2.6729063768433,50.9045753,1
882,202005040881,8972,Proven,2.6542871,50.8903437,1
883,202005040882,8972,Roesbrugge-Haringe,2.6262588,50.9150531,1
884,202005040883,8978,Watou,2.6449117149406,50.84518645,1
885,202005040884,8980,Beselare,3.0293494282427,50.85048855,1
886,202005040885,8980,Geluveld,2.9962568059484,50.8340552,1
887,202005040886,8980,Passendale,3.0054428297242,50.89915125,1
888,202005040887,8980,Zandvoorde,2.9770015427192,50.8151226,1
889,202005040888,8980,Zonnebeke,2.9874678,50.8731885,1
890,202005040889,9000,Gent,3.7141549000597,51.0397129,1
891,202005040890,9030,Mariakerke,3.6781210300259,51.0731177,1
892,202005040891,9031,Drongen,3.6395168043236,51.0528944,1
893,202005040892,9032,Wondelgem,3.7034612746567,51.09349535,1
894,202005040893,9040,Sint-Amandsberg,3.7488657,51.061875,1
895,202005040894,9041,Oostakker,3.7644128,51.1001986,1
896,202005040895,9042,Desteldonk,3.7836111,51.1221778,1
897,202005040896,9042,Mendonk,3.8221384,51.1467255,1
898,202005040897,9042,Sint-Kruis-Winkel,3.8234371,51.1541943,1
899,202005040898,9050,Gentbrugge,3.7588813,51.0447236,1
900,202005040899,9050,Ledeberg,3.7414088,51.0372053,1
901,202005040900,9051,Afsnee,3.6575415863856,51.0299989,1
902,202005040901,9051,Sint-Denijs-Westrem,3.6676767,51.0199405,1
903,202005040902,9052,Zwijnaarde,3.7021790930106,51.00092235,1
904,202005040903,9060,Zelzate,3.8105002,51.2000036,1
905,202005040904,9070,Destelbergen,3.7978887,51.0556204,1
906,202005040905,9070,Heusden,3.8003347,51.0287341,1
907,202005040906,9080,Beervelde,3.8792625,51.0802144,1
908,202005040907,9080,Lochristi,3.8271355,51.0991574,1
909,202005040908,9080,Zaffelare,3.8601634,51.1323736,1
910,202005040909,9080,Zeveneken,3.9000296,51.1078751,1
911,202005040910,9090,Gontrode,3.7976423,50.9842505,1
912,202005040911,9090,Melle,3.7988833,51.00303,1
913,202005040912,9100,Nieuwkerken-Waas,4.1780279,51.1933908,1
914,202005040913,9100,Sint-Niklaas,4.149464320724,51.163813060072,1
915,202005040914,9111,Belsele,4.0917750185456,51.1570236,1
916,202005040915,9112,Sinaai-Waas,3.9795579,51.1866966,1
917,202005040916,9120,Haasdonk,4.2383861,51.1806482,1
918,202005040917,9120,Kallo,4.2588008641609,51.2652143,1
919,202005040918,9120,Melsele,4.2821446,51.2211394,1
920,202005040919,9120,Vrasene,4.194377,51.2191283,1
921,202005040920,9130,Doel,4.2456374474582,51.3181461,1
922,202005040921,9130,Kallo,4.27803,51.2519515,1
923,202005040922,9130,Kieldrecht,4.1983386657846,51.3038751,1
924,202005040923,9130,Verrebroek,4.1871839695525,51.2540739,1
925,202005040924,9140,Elversele,4.1457568844955,51.12017065,1
926,202005040925,9140,Steendorp,4.2646567358993,51.1310863,1
927,202005040926,9140,Temse,4.2133505278525,51.1421436,1
928,202005040927,9140,Tielrode,4.1736809973609,51.12202775,1
929,202005040928,9150,Bazel,4.2873842506575,51.14685855,1
930,202005040929,9150,Kruibeke,4.3091107,51.1712275,1
931,202005040930,9150,Rupelmonde,4.2906315,51.1283692,1
932,202005040931,9160,Daknam,3.9808547859604,51.12798595,1
933,202005040932,9160,Eksaarde,3.965212,51.1487608,1
934,202005040933,9160,Lokeren,3.9911114,51.1042159,1
935,202005040934,9170,De Klinge,4.0898144,51.2564526,1
936,202005040935,9170,Meerdonk,4.1511549,51.2588943,1
937,202005040936,9170,Sint-Gillis-Waas,4.1233014,51.2180687,1
938,202005040937,9170,Sint-Pauwels,4.1016628795877,51.1939255,1
939,202005040938,9180,Moerbeke-Waas,3.9446436,51.1742698,1
940,202005040939,9185,Wachtebeke,3.8574284,51.1701927,1
941,202005040940,9190,Kemzeke,4.0771037,51.2065228,1
942,202005040941,9190,Stekene,4.0240412532131,51.2104744,1
943,202005040942,9200,Appels,4.0562275450955,51.02983825,1
944,202005040943,9200,Baasrode,4.1444016705284,51.03987315,1
945,202005040944,9200,Dendermonde,4.098112,51.0312293,1
946,202005040945,9200,Grembergen,4.1025435644905,51.0533487,1
947,202005040946,9200,Mespelare,4.0652617659305,50.99557415,1
948,202005040947,9200,Oudegem,4.0513674371884,51.0081807,1
949,202005040948,9200,Schoonaarde,4.0158906182168,50.9986902,1
950,202005040949,9200,Sint-Gillis-Dendermonde,4.1276622058379,51.0226035,1
951,202005040950,9220,Hamme,4.1202807810427,51.0881618,1
952,202005040951,9220,Moerzeke,4.1585956393745,51.06183125,1
953,202005040952,9230,Massemen,3.8735741,50.9809343,1
954,202005040953,9230,Westrem,3.8614248,50.9697855,1
955,202005040954,9230,Wetteren,3.8855494,51.0068804,1
956,202005040955,9240,Zele,4.0385864,51.0683621,1
957,202005040956,9250,Waasmunster,4.0842158,51.1097147,1
958,202005040957,9255,Buggenhout,4.192804319009,51.0113077,1
959,202005040958,9255,Opdorp,4.2213781726505,51.0286063,1
960,202005040959,9260,Schellebelle,3.928141226004,51.0102518,1
961,202005040960,9260,Serskamp,3.9309567805899,50.98997155,1
962,202005040961,9260,Wichelen,3.9806438098974,51.0020843,1
963,202005040962,9270,Kalken,3.918568,51.0370133,1
964,202005040963,9270,Laarne,3.8504738,51.029657,1
965,202005040964,9280,Denderbelle,4.0954432870762,51.0011357,1
966,202005040965,9280,Lebbeke,4.1307711,51.0004013,1
967,202005040966,9280,Wieze,4.0981810157403,50.9786275,1
968,202005040967,9290,Berlare,4.0113470297154,51.0301606,1
969,202005040968,9290,Overmere,3.9569121644559,51.05073005,1
970,202005040969,9290,Uitbergen,3.9639785004366,51.0278435,1
971,202005040970,9300,Aalst,4.0396424203486,50.9429755,1
972,202005040971,9308,Gijzegem,4.0413684723722,50.9831967,1
973,202005040972,9308,Hofstade,4.0298563154701,50.96682385,1
974,202005040973,9310,Baardegem,4.1400064082098,50.9559778,1
975,202005040974,9310,Herdersem,4.0687165350537,50.97349005,1
976,202005040975,9310,Meldert,4.1339380209476,50.93483295,1
977,202005040976,9310,Moorsel,4.1008746699882,50.95235015,1
978,202005040977,9320,Erembodegem,4.0573610045016,50.9160962,1
979,202005040978,9320,Nieuwerkerken,4.0060975097656,50.92226365,1
980,202005040979,9340,Impe,3.9521618,50.9605364,1
981,202005040980,9340,Lede,3.9775435,50.9660758,1
982,202005040981,9340,Oordegem,3.90209,50.9574043,1
983,202005040982,9340,Smetlede,3.9269566,50.9660712,1
984,202005040983,9340,Wanzele,3.9570133,50.9741595,1
985,202005040984,9400,Appelterre-Eichem,3.9673266115113,50.819114,1
986,202005040985,9400,Denderwindeke,4.0241352,50.7986183,1
987,202005040986,9400,Lieferinge,4.0533344,50.7918522,1
988,202005040987,9400,Nederhasselt,3.9750229,50.8463587,1
989,202005040988,9400,Ninove,4.0242373,50.8353611,1
990,202005040989,9400,Okegem,4.0561164,50.8563924,1
991,202005040990,9400,Voorde,3.9454543,50.8254777,1
992,202005040991,9401,Pollare,3.9969451,50.8168641,1
993,202005040992,9402,Meerbeke,4.0458501718008,50.81972985,1
994,202005040993,9403,Neigem,4.0606636,50.803005,1
995,202005040994,9404,Aspelare,3.9584406,50.8421637,1
996,202005040995,9406,Outer,3.9976558921405,50.84658595,1
997,202005040996,9420,Aaigem,3.9366909,50.8894174,1
998,202005040997,9420,Bambrugge,3.4154479,51.0545566,1
999,202005040998,9420,Burst,3.9203695,50.9136525,1
1000,202005040999,9420,Erondegem,3.9555369,50.9407226,1
1001,202005041000,9420,Erpe,3.976602,50.9333485,1
1002,202005041001,9420,Erpe-Mere,3.9459888,50.9226391,1
1003,202005041002,9420,Mere,3.9710267,50.923005,1
1004,202005041003,9420,Ottergem,3.9468882,50.9341483,1
1005,202005041004,9450,Denderhoutem,4.0059338596505,50.878059,1
1006,202005041005,9450,Haaltert,4.0057717,50.9022532,1
1007,202005041006,9450,Heldergem,3.9548012,50.8816742,1
1008,202005041007,9451,Kerksken,3.9792346670559,50.88457295,1
1009,202005041008,9470,Denderleeuw,4.0665468327116,50.8843903,1
1010,202005041009,9472,Iddergem,4.0440509206633,50.8746795,1
1011,202005041010,9473,Welle,4.0448599,50.9005405,1
1012,202005041011,9500,Geraardsbergen,3.879789,50.7689045,1
1013,202005041012,9500,Goeferdinge,3.8392513,50.7654043,1
1014,202005041013,9500,Moerbeke,3.9446436,51.1742698,1
1015,202005041014,9500,Nederboelare,3.8718226231289,50.78113635,1
1016,202005041015,9500,Onkerzele,3.9040294677949,50.77876845,1
1017,202005041016,9500,Ophasselt,3.897035,50.8218582,1
1018,202005041017,9500,Overboelare,3.8625157,50.7622936,1
1019,202005041018,9500,Viane,3.923884698906,50.7386591,1
1020,202005041019,9500,Zarlardinge,3.8252714980661,50.76432255,1
1021,202005041020,9506,Grimminge,3.9525416,50.7945316,1
1022,202005041021,9506,Idegem,3.9295308016087,50.8043243,1
1023,202005041022,9506,Nieuwenhove,3.9891935,50.7875051,1
1024,202005041023,9506,Schendelbeke,3.8989486,50.7968671,1
1025,202005041024,9506,Smeerebbe-Vloerzegem,3.9259210427614,50.81624535,1
1026,202005041025,9506,Waarbeke,3.968228,50.7779309,1
1027,202005041026,9506,Zandbergen,3.9673318,50.8013287,1
1028,202005041027,9520,Bavegem,3.8680104604272,50.9449691,1
1029,202005041028,9520,Oombergen,3.8381185,50.8988376,1
1030,202005041029,9520,Sint-Lievens-Houtem,3.8521321366835,50.91972825,1
1031,202005041030,9520,Vlierzele,3.9009360317784,50.935088,1
1032,202005041031,9520,Zonnegem,3.9163011372068,50.93017155,1
1033,202005041032,9521,Letterhoutem,3.8812597,50.92696,1
1034,202005041033,9550,Herzele,3.8873953834097,50.88830225,1
1035,202005041034,9550,Hillegem,3.853568,50.895806,1
1036,202005041035,9550,Sint-Antelinks,3.9249438,50.8495126,1
1037,202005041036,9550,Sint-Lievens-Esse,3.8871129,50.8553127,1
1038,202005041037,9550,Steenhuize-Wijnhuize,3.8903745,50.8411146,1
1039,202005041038,9550,Woubrechtegem,3.9158325,50.8726761,1
1040,202005041039,9551,Ressegem,3.9109808,50.8920791,1
1041,202005041040,9552,Borsbeke,3.8945771,50.9047179,1
