fid,datum,pc,plaats,long,lat,aantal
1042,202005041041,9570,Deftinge,3.8409061,50.7863579,1
1043,202005041042,9570,Lierde,3.8249605,50.815045,1
1044,202005041043,9570,Sint-Maria-Lierde,3.8370299582538,50.8217365,1
1045,202005041044,9571,Hemelveerdegem,3.8638783508569,50.8088369,1
1046,202005041045,9572,Sint-Martens-Lierde,3.8157846440419,50.80452055,1
1047,202005041046,9600,Renaix,3.6020465,50.7476192,1
1048,202005041047,9620,Elene,3.8078492,50.8907864,1
1049,202005041048,9620,Erwetegem,3.8142328,50.8558332,1
1050,202005041049,9620,Godveerdegem,3.8204374,50.8594123,1
1051,202005041050,9620,Grotenberge,3.8333978,50.872305,1
1052,202005041051,9620,Leeuwergem,3.829278,50.8880639,1
1053,202005041052,9620,Oombergen,3.8381185,50.8988376,1
1054,202005041053,9620,Sint-Goriks-Oudenhove,3.7863829,50.8522592,1
1055,202005041054,9620,Sint-Maria-Oudenhove,3.7998568349562,50.82512665,1
1056,202005041055,9620,Strijpen,3.7893247,50.8690354,1
1057,202005041056,9620,Velzeke-Ruddershove,3.7825766,50.8824839,1
1058,202005041057,9620,Zottegem,3.8155460176798,50.86909165,1
1059,202005041058,9630,Beerlegem,3.719796314005,50.90267645,1
1060,202005041059,9630,Dikkele,3.7418503,50.9034583,1
1061,202005041060,9630,Hundelgem,3.7552865,50.8891513,1
1062,202005041061,9630,Meilegem,3.6992879,50.9051876,1
1063,202005041062,9630,Munkzwalm,3.7327378,50.8776841,1
1064,202005041063,9630,Paulatem,3.7148522,50.8963806,1
1065,202005041064,9630,Roborst,3.7535689,50.8636242,1
1066,202005041065,9630,Rozebeke,3.7533417,50.8488955,1
1067,202005041066,9630,Sint-Blasius-Boekel,3.7206404,50.8515679,1
1068,202005041067,9630,Sint-Denijs-Boekel,3.7130873,50.8660879,1
1069,202005041068,9630,Sint-Maria-Latem,3.7059521,50.890215,1
1070,202005041069,9630,Zwalm,3.719334,50.8793307,1
1071,202005041070,9636,Nederzwalm-Hermelgem,3.6879894099711,50.8867594,1
1072,202005041071,9660,Brakel,3.762778,50.7979739,1
1073,202005041072,9660,Elst,5.5556351,50.7685711,1
1074,202005041073,9660,Everbeek,3.7859967948024,50.7685909,1
1075,202005041074,9660,Michelbeke,3.7638335,50.834125,1
1076,202005041075,9660,Nederbrakel,3.7617767441185,50.8052186,1
1077,202005041076,9660,Opbrakel,3.7463234,50.7921614,1
1078,202005041077,9660,Sint-Maria-Oudenhove,3.7998568349562,50.82512665,1
1079,202005041078,9660,Zegelsem,3.7170799912553,50.8135755,1
1080,202005041079,9661,Parike,3.799316,50.7849168,1
1081,202005041080,9667,Horebeke,3.6920346,50.8348628,1
1082,202005041081,9667,Sint-Kornelis-Horebeke,3.6991826,50.8356339,1
1083,202005041082,9667,Sint-Maria-Horebeke,3.6875097,50.8383442,1
1084,202005041083,9680,Etikhove,3.625998,50.8129246,1
1085,202005041084,9680,Maarke-Kerkem,3.6489314,50.807217,1
1086,202005041085,9680,Maarkedal,3.642779,50.7973072,1
1087,202005041086,9681,Nukerke,3.5954667,50.7965606,1
1088,202005041087,9688,Schorisse,3.6782376,50.8061799,1
1089,202005041088,9690,Berchem,3.5082669,50.7903918,1
1090,202005041089,9690,Kluisbergen,3.5212498,50.7782986,1
1091,202005041090,9690,Kwaremont,3.5230939,50.7750908,1
1092,202005041091,9690,Ruien,3.4860074,50.7739701,1
1093,202005041092,9690,Zulzeke,3.569982,50.7912081,1
1094,202005041093,9700,Bevere,3.5955691,50.8513634,1
1095,202005041094,9700,Edelare,3.6281646,50.8316945,1
1096,202005041095,9700,Eine,3.6226347,50.8695429,1
1097,202005041096,9700,Ename,3.6317612,50.8553126,1
1098,202005041097,9700,Heurne,3.6405818,50.8878782,1
1099,202005041098,9700,Leupegem,3.6086057,50.8336184,1
1100,202005041099,9700,Mater,3.6636488,50.8428971,1
1101,202005041100,9700,Melden,3.5655354,50.8155547,1
1102,202005041101,9700,Mullem,3.6039655,50.8964155,1
1103,202005041102,9700,Nederename,3.6322868,50.8678376,1
1104,202005041103,9700,Ooike,3.5514004,50.8711812,1
1105,202005041104,9700,Oudenaarde,3.604782,50.8442604,1
1106,202005041105,9700,Volkegem,3.6356493,50.8408663,1
1107,202005041106,9700,Welden,3.6536587,50.8791033,1
1108,202005041107,9750,Huise,3.5907777,50.8988246,1
1109,202005041108,9750,Ouwegem,3.5978246,50.9121208,1
1110,202005041109,9750,Zingem,3.653793,50.9039326,1
1111,202005041110,9770,Kruishoutem,3.5404462768494,50.9200896,1
1112,202005041111,9771,Nokere,3.5108474,50.8853618,1
1113,202005041112,9772,Wannegem-Lede,3.5605794173077,50.8902386,1
1114,202005041113,9790,Elsegem,3.5366137,50.8247164,1
1115,202005041114,9790,Moregem,3.5623575,50.8503548,1
1116,202005041115,9790,Ooike,3.5514004,50.8711812,1
1117,202005041116,9790,Petegem-Aan-De-Schelde,3.5581136,50.8330877,1
1118,202005041117,9790,Wortegem,3.5101135,50.8533808,1
1119,202005041118,9790,Wortegem-Petegem,3.5329831121506,50.845989,1
1120,202005041119,9800,Astene,3.5628186,50.9845547,1
1121,202005041120,9800,Bachte-Maria-Leerne,3.5624453,51.0038237,1
1122,202005041121,9800,Deinze,3.5274017,50.9840526,1
1123,202005041122,9800,Gottem,3.4640122,50.9646883,1
1124,202005041123,9800,Grammene,3.468333,50.9764412,1
1125,202005041124,9800,Meigem,3.5413767,51.0175334,1
1126,202005041125,9800,Petegem-Aan-De-Leie,3.5324987,50.969075,1
1127,202005041126,9800,Sint-Martens-Leerne,3.5837978,51.0134905,1
1128,202005041127,9800,Vinkt,3.4808321,51.0078663,1
1129,202005041128,9800,Wontergem,3.4443004,50.9786839,1
1130,202005041129,9800,Zeveren,3.5031988,50.9967515,1
1131,202005041130,9810,Eke,3.6418029,50.9569377,1
1132,202005041131,9810,Nazareth,3.5963218,50.959802,1
1133,202005041132,9820,Bottelare,3.7552702,50.9635195,1
1134,202005041133,9820,Lemberge,3.7726469,50.9779856,1
1135,202005041134,9820,Melsen,3.6928827,50.9579283,1
1136,202005041135,9820,Merelbeke,3.7459119,50.9942924,1
1137,202005041136,9820,Munte,3.7445458,50.9452452,1
1138,202005041137,9820,Schelderode,3.7131906,50.9698809,1
1139,202005041138,9830,Sint-Martens-Latem,3.6306291238782,51.0134462,1
1140,202005041139,9831,Deurle,3.6111658724762,51.0000909,1
1141,202005041140,9840,De Pinte,3.6495958,50.9924205,1
1142,202005041141,9840,Zevergem,3.6943144,50.9786614,1
1143,202005041142,9850,Hansbeke,3.5345703,51.0747776,1
1144,202005041143,9850,Landegem,3.5888091437976,51.0546369,1
1145,202005041144,9850,Merendree,3.5715236988666,51.0829292,1
1146,202005041145,9850,Nevele,3.5491068,51.0330372,1
1147,202005041146,9850,Poesele,3.5117304815871,51.03238865,1
1148,202005041147,9850,Vosselare,3.5661276338188,51.0289033,1
1149,202005041148,9860,Balegem,3.7896135,50.9252028,1
1150,202005041149,9860,Gijzenzele,3.8164475,50.971061,1
1151,202005041150,9860,Landskouter,3.7928259,50.9694937,1
1152,202005041151,9860,Moortsele,3.7800022,50.9591122,1
1153,202005041152,9860,Oosterzele,3.8032713,50.9456388,1
1154,202005041153,9860,Scheldewindeke,3.78971,50.9392571,1
1155,202005041154,9870,Machelen,3.4858873,50.9591856,1
1156,202005041155,9870,Olsene,3.4651619,50.9357958,1
1157,202005041156,9870,Zulte,3.4485632,50.9206638,1
1158,202005041157,9880,Aalter,3.4176803282422,51.088195,1
1159,202005041158,9880,Lotenhulle,3.4596784,51.0497022,1
1160,202005041159,9880,Poeke,3.4455642,51.0414698,1
1161,202005041160,9881,Bellem,3.4994525656039,51.0902776,1
1162,202005041161,9890,Baaigem,3.721942,50.9309503,1
1163,202005041162,9890,Dikkelvenne,3.6894495,50.9176673,1
1164,202005041163,9890,Gavere,3.6614192,50.9292335,1
1165,202005041164,9890,Vurste,3.6845236,50.9459212,1
1166,202005041165,9900,Eeklo,3.5665965,51.1844827,1
1167,202005041166,9910,Knesselare,3.412339,51.1392692,1
1168,202005041167,9910,Ursel,3.4841052,51.1285879,1
1169,202005041168,9920,Lovendegem,3.6076129,51.0956807,1
1170,202005041169,9921,Vinderhoute,3.6412401,51.0876396,1
1171,202005041170,9930,Zomergem,3.5642436785112,51.1195778,1
1172,202005041171,9931,Oostwinkel,3.5253176,51.150867,1
1173,202005041172,9932,Ronsele,3.5532444,51.1303816,1
1174,202005041173,9940,Ertvelde,3.7471789,51.1793505,1
1175,202005041174,9940,Evergem,3.7078565,51.1087891,1
1176,202005041175,9940,Kluizen,3.732612,51.1547125,1
1177,202005041176,9940,Sleidinge,3.6789045,51.131929,1
1178,202005041177,9950,Waarschoot,3.6061712,51.1515304,1
1179,202005041178,9960,Assenede,3.7568076657628,51.23004155,1
1180,202005041179,9961,Boekhoute,3.7059614986083,51.2509311,1
1181,202005041180,9968,Bassevelde,3.6789952,51.2311917,1
1182,202005041181,9968,Oosteeklo,3.687828,51.1929943,1
1183,202005041182,9970,Kaprijke,3.6219251372375,51.228952,1
1184,202005041183,9971,Lembeke,3.6346312134542,51.19424,1
1185,202005041184,9980,Sint-Laureins,3.5374820679851,51.2330483,1
1186,202005041185,9981,Sint-Margriete,3.5315005565828,51.26767195,1
1187,202005041186,9982,Sint-Jan-In-Eremo,3.580094,51.2682182,1
1188,202005041187,9988,Waterland-Oudeman,3.5905485,51.2891181,1
1189,202005041188,9988,Watervliet,3.626982177111,51.2776499,1
1190,202005041189,9990,Maldegem,3.4154538,51.2263133,1
1191,202005041190,9991,Adegem,3.4858471,51.2035291,1
1192,202005041191,9992,Middelburg,3.4071425562584,51.25583235,1
1193,202005041192,9630,Hundelgem,3.7552865,50.8891513,1
1194,202005041193,9630,Meilegem,3.6992879,50.9051876,1
1195,202005041194,9630,Munkzwalm,3.7327378,50.8776841,1
1196,202005041195,9630,Paulatem,3.7148522,50.8963806,1
1197,202005041196,9630,Roborst,3.7535689,50.8636242,1
1198,202005041197,9630,Rozebeke,3.7533417,50.8488955,1
1199,202005041198,9630,Sint-Blasius-Boekel,3.7206404,50.8515679,1
1200,202005041199,9630,Sint-Denijs-Boekel,3.7130873,50.8660879,1
1201,202005041200,9630,Sint-Maria-Latem,3.7059521,50.890215,1
1202,202005041201,9630,Zwalm,3.719334,50.8793307,1
1203,202005041202,9636,Nederzwalm-Hermelgem,3.6879894099711,50.8867594,1
1204,202005041203,9660,Brakel,3.762778,50.7979739,1
1205,202005041204,9660,Elst,5.5556351,50.7685711,1
1206,202005041205,9660,Everbeek,3.7859967948024,50.7685909,1
1207,202005041206,9660,Michelbeke,3.7638335,50.834125,1
1208,202005041207,9660,Nederbrakel,3.7617767441185,50.8052186,1
1209,202005041208,9660,Opbrakel,3.7463234,50.7921614,1
1210,202005041209,9660,Sint-Maria-Oudenhove,3.7998568349562,50.82512665,1
1211,202005041210,9660,Zegelsem,3.7170799912553,50.8135755,1
1212,202005041211,9661,Parike,3.799316,50.7849168,1
1213,202005041212,9667,Horebeke,3.6920346,50.8348628,1
1214,202005041213,9667,Sint-Kornelis-Horebeke,3.6991826,50.8356339,1
1215,202005041214,9667,Sint-Maria-Horebeke,3.6875097,50.8383442,1
1216,202005041215,9680,Etikhove,3.625998,50.8129246,1
1217,202005041216,9680,Maarke-Kerkem,3.6489314,50.807217,1
1218,202005041217,9680,Maarkedal,3.642779,50.7973072,1
1219,202005041218,9681,Nukerke,3.5954667,50.7965606,1
1220,202005041219,9688,Schorisse,3.6782376,50.8061799,1
1221,202005041220,9690,Berchem,3.5082669,50.7903918,1
1222,202005041221,9690,Kluisbergen,3.5212498,50.7782986,1
1223,202005041222,9690,Kwaremont,3.5230939,50.7750908,1
1224,202005041223,9690,Ruien,3.4860074,50.7739701,1
1225,202005041224,9690,Zulzeke,3.569982,50.7912081,1
1226,202005041225,9700,Bevere,3.5955691,50.8513634,1
1227,202005041226,9700,Edelare,3.6281646,50.8316945,1
1228,202005041227,9700,Eine,3.6226347,50.8695429,1
1229,202005041228,9700,Ename,3.6317612,50.8553126,1
1230,202005041229,9700,Heurne,3.6405818,50.8878782,1
1231,202005041230,9700,Leupegem,3.6086057,50.8336184,1
1232,202005041231,9700,Mater,3.6636488,50.8428971,1
1233,202005041232,9700,Melden,3.5655354,50.8155547,1
1234,202005041233,9700,Mullem,3.6039655,50.8964155,1
1235,202005041234,9700,Nederename,3.6322868,50.8678376,1
1236,202005041235,9700,Ooike,3.5514004,50.8711812,1
1237,202005041236,9700,Oudenaarde,3.604782,50.8442604,1
1238,202005041237,9700,Volkegem,3.6356493,50.8408663,1
1239,202005041238,9700,Welden,3.6536587,50.8791033,1
1240,202005041239,9750,Huise,3.5907777,50.8988246,1
1241,202005041240,9750,Ouwegem,3.5978246,50.9121208,1
1242,202005041241,9750,Zingem,3.653793,50.9039326,1
1243,202005041242,9770,Kruishoutem,3.5404462768494,50.9200896,1
1244,202005041243,9771,Nokere,3.5108474,50.8853618,1
1245,202005041244,9772,Wannegem-Lede,3.5605794173077,50.8902386,1
1246,202005041245,9790,Elsegem,3.5366137,50.8247164,1
1247,202005041246,9790,Moregem,3.5623575,50.8503548,1
1248,202005041247,9790,Ooike,3.5514004,50.8711812,1
1249,202005041248,9790,Petegem-Aan-De-Schelde,3.5581136,50.8330877,1
1250,202005041249,9790,Wortegem,3.5101135,50.8533808,1
1251,202005041250,9790,Wortegem-Petegem,3.5329831121506,50.845989,1
1252,202005041251,9800,Astene,3.5628186,50.9845547,1
1253,202005041252,9800,Bachte-Maria-Leerne,3.5624453,51.0038237,1
1254,202005041253,9800,Deinze,3.5274017,50.9840526,1
1255,202005041254,9800,Gottem,3.4640122,50.9646883,1
1256,202005041255,9800,Grammene,3.468333,50.9764412,1
1257,202005041256,9800,Meigem,3.5413767,51.0175334,1
1258,202005041257,9800,Petegem-Aan-De-Leie,3.5324987,50.969075,1
1259,202005041258,9800,Sint-Martens-Leerne,3.5837978,51.0134905,1
1260,202005041259,9800,Vinkt,3.4808321,51.0078663,1
1261,202005041260,9800,Wontergem,3.4443004,50.9786839,1
1262,202005041261,9800,Zeveren,3.5031988,50.9967515,1
1263,202005041262,9810,Eke,3.6418029,50.9569377,1
1264,202005041263,9810,Nazareth,3.5963218,50.959802,1
1265,202005041264,9820,Bottelare,3.7552702,50.9635195,1
1266,202005041265,9820,Lemberge,3.7726469,50.9779856,1
1267,202005041266,9820,Melsen,3.6928827,50.9579283,1
1268,202005041267,9820,Merelbeke,3.7459119,50.9942924,1
1269,202005041268,9820,Munte,3.7445458,50.9452452,1
1270,202005041269,9820,Schelderode,3.7131906,50.9698809,1
1271,202005041270,9830,Sint-Martens-Latem,3.6306291238782,51.0134462,1
1272,202005041271,9831,Deurle,3.6111658724762,51.0000909,1
1273,202005041272,9840,De Pinte,3.6495958,50.9924205,1
1274,202005041273,9840,Zevergem,3.6943144,50.9786614,1
1275,202005041274,9850,Hansbeke,3.5345703,51.0747776,1
1276,202005041275,9850,Landegem,3.5888091437976,51.0546369,1
1277,202005041276,9850,Merendree,3.5715236988666,51.0829292,1
1278,202005041277,9850,Nevele,3.5491068,51.0330372,1
1279,202005041278,9850,Poesele,3.5117304815871,51.03238865,1
1280,202005041279,9850,Vosselare,3.5661276338188,51.0289033,1
1281,202005041280,9860,Balegem,3.7896135,50.9252028,1
1282,202005041281,9860,Gijzenzele,3.8164475,50.971061,1
1283,202005041282,9860,Landskouter,3.7928259,50.9694937,1
1284,202005041283,9860,Moortsele,3.7800022,50.9591122,1
1285,202005041284,9860,Oosterzele,3.8032713,50.9456388,1
1286,202005041285,9860,Scheldewindeke,3.78971,50.9392571,1
1287,202005041286,9870,Machelen,3.4858873,50.9591856,1
1288,202005041287,9870,Olsene,3.4651619,50.9357958,1
1289,202005041288,9870,Zulte,3.4485632,50.9206638,1
1290,202005041289,9880,Aalter,3.4176803282422,51.088195,1
1291,202005041290,9880,Lotenhulle,3.4596784,51.0497022,1
1292,202005041291,9880,Poeke,3.4455642,51.0414698,1
1293,202005041292,9881,Bellem,3.4994525656039,51.0902776,1
1294,202005041293,9890,Baaigem,3.721942,50.9309503,1
1295,202005041294,9890,Dikkelvenne,3.6894495,50.9176673,1
1296,202005041295,9890,Gavere,3.6614192,50.9292335,1
1297,202005041296,9890,Vurste,3.6845236,50.9459212,1
1298,202005041297,9900,Eeklo,3.5665965,51.1844827,1
1299,202005041298,9910,Knesselare,3.412339,51.1392692,1
1300,202005041299,9910,Ursel,3.4841052,51.1285879,1
1301,202005041300,9920,Lovendegem,3.6076129,51.0956807,1
1302,202005041301,9921,Vinderhoute,3.6412401,51.0876396,1
1303,202005041302,9930,Zomergem,3.5642436785112,51.1195778,1
1304,202005041303,9931,Oostwinkel,3.5253176,51.150867,1
1305,202005041304,9932,Ronsele,3.5532444,51.1303816,1
1306,202005041305,9940,Ertvelde,3.7471789,51.1793505,1
1307,202005041306,9940,Evergem,3.7078565,51.1087891,1
1308,202005041307,9940,Kluizen,3.732612,51.1547125,1
1309,202005041308,9940,Sleidinge,3.6789045,51.131929,1
1310,202005041309,9950,Waarschoot,3.6061712,51.1515304,1
1311,202005041310,9960,Assenede,3.7568076657628,51.23004155,1
1312,202005041311,9961,Boekhoute,3.7059614986083,51.2509311,1
1313,202005041312,9968,Bassevelde,3.6789952,51.2311917,1
1314,202005041313,9968,Oosteeklo,3.687828,51.1929943,1
1315,202005041314,9970,Kaprijke,3.6219251372375,51.228952,1
1316,202005041315,9971,Lembeke,3.6346312134542,51.19424,1
1317,202005041316,9980,Sint-Laureins,3.5374820679851,51.2330483,1
1318,202005041317,9981,Sint-Margriete,3.5315005565828,51.26767195,1
1319,202005041318,9982,Sint-Jan-In-Eremo,3.580094,51.2682182,1
1320,202005041319,9988,Waterland-Oudeman,3.5905485,51.2891181,1
1321,202005041320,9988,Watervliet,3.626982177111,51.2776499,1
1322,202005041321,9990,Maldegem,3.4154538,51.2263133,1
1323,202005041322,9991,Adegem,3.4858471,51.2035291,1
1324,202005041323,9992,Middelburg,3.4071425562584,51.25583235,1
1325,202005041324,9890,Gavere,3.6614192,50.9292335,1
1326,202005041325,9890,Vurste,3.6845236,50.9459212,1
1327,202005041326,9900,Eeklo,3.5665965,51.1844827,1
1328,202005041327,9910,Knesselare,3.412339,51.1392692,1
1329,202005041328,9910,Ursel,3.4841052,51.1285879,1
1330,202005041329,9920,Lovendegem,3.6076129,51.0956807,1
1331,202005041330,9921,Vinderhoute,3.6412401,51.0876396,1
1332,202005041331,9930,Zomergem,3.5642436785112,51.1195778,1
1333,202005041332,9931,Oostwinkel,3.5253176,51.150867,1
1334,202005041333,9932,Ronsele,3.5532444,51.1303816,1
1335,202005041334,9940,Ertvelde,3.7471789,51.1793505,1
1336,202005041335,9940,Evergem,3.7078565,51.1087891,1
1337,202005041336,9940,Kluizen,3.732612,51.1547125,1
1338,202005041337,9940,Sleidinge,3.6789045,51.131929,1
1339,202005041338,9950,Waarschoot,3.6061712,51.1515304,1
1340,202005041339,9960,Assenede,3.7568076657628,51.23004155,1
1341,202005041340,9961,Boekhoute,3.7059614986083,51.2509311,1
1342,202005041341,9968,Bassevelde,3.6789952,51.2311917,1
1343,202005041342,9968,Oosteeklo,3.687828,51.1929943,1
1344,202005041343,9970,Kaprijke,3.6219251372375,51.228952,1
1345,202005041344,9971,Lembeke,3.6346312134542,51.19424,1
1346,202005041345,9980,Sint-Laureins,3.5374820679851,51.2330483,1
1347,202005041346,9981,Sint-Margriete,3.5315005565828,51.26767195,1
1348,202005041347,9982,Sint-Jan-In-Eremo,3.580094,51.2682182,1
1349,202005041348,9988,Waterland-Oudeman,3.5905485,51.2891181,1
1350,202005041349,9988,Watervliet,3.626982177111,51.2776499,1
1351,202005041350,9990,Maldegem,3.4154538,51.2263133,1
1352,202005041351,9991,Adegem,3.4858471,51.2035291,1
1353,202005041352,9992,Middelburg,3.4071425562584,51.25583235,1
1354,202005041353,2980,Halle,4.6455565344486,51.2428446,1
1355,202005041354,2980,Zoersel,4.7132557,51.2716725,1
1356,202005041355,2990,Loenhout,4.6428328,51.3994474,1
1357,202005041356,2990,Wuustwezel,4.5651743450402,51.38525,1
1358,202005041357,3000,Leuven,4.6929903215189,50.8812533,1
1359,202005041358,3001,Heverlee,4.6931307510281,50.85172925,1
1360,202005041359,3010,Kessel Lo,4.7307614946269,50.88991545,1
1361,202005041360,3012,Wilsele,4.7136294,50.9095362,1
1362,202005041361,3018,Wijgmaal,4.7001214,50.926428,1
1363,202005041362,3020,Herent,4.672714,50.9079329,1
1364,202005041363,3020,Veltem-Beisem,4.6255138,50.9020979,1
1365,202005041364,3020,Winksele,4.6404471957661,50.9124843,1
1366,202005041365,3040,Huldenberg,4.5828587400028,50.7950895,1
1367,202005041366,3040,Loonbeek,4.6067572,50.8070345,1
1368,202005041367,3040,Neerijse,4.6290291125613,50.81115135,1
1369,202005041368,3040,Ottenburg,4.6258024576448,50.7540955,1
1370,202005041369,3040,Sint-Agatha-Rode,4.6329556561262,50.7794761,1
1371,202005041370,3050,Oud-Heverlee,4.6678971,50.8217682,1
1372,202005041371,3051,Sint-Joris-Weert,4.6458289787229,50.8051035,1
1373,202005041372,3052,Blanden,4.7056796612254,50.8281673,1
1374,202005041373,3053,Haasrode,4.7283706944623,50.81785645,1
1375,202005041374,3054,Vaalbeek,4.6852713590102,50.82408165,1
1376,202005041375,3060,Bertem,4.6322907,50.8706469,1
1377,202005041376,3060,Korbeek-Dijle,4.6299439737893,50.847010125156,1
1378,202005041377,3061,Leefdaal,4.5905043649411,50.8419887,1
1379,202005041378,3070,Kortenberg,4.5364707039624,50.88326665,1
1380,202005041379,3071,Erps-Kwerps,4.5750864125531,50.9104969,1
1381,202005041380,3078,Everberg,4.5545949589597,50.87266065,1
1382,202005041381,3078,Meerbeek,4.5972692536847,50.8782935,1
1383,202005041382,3080,Duisburg,4.545208431698,50.8110528,1
1384,202005041383,3080,Tervuren,4.5144027,50.8227718,1
1385,202005041384,3080,Vossem,4.5565660886042,50.83488335,1
1386,202005041385,3090,Overijse,4.5385226,50.7729254,1
1387,202005041386,3110,Rotselaar,4.7143205960258,50.9543637,1
1388,202005041387,3111,Wezemaal,4.7683306885409,50.9482552,1
1389,202005041388,3118,Werchter,4.7026877230529,50.9707189,1
1390,202005041389,3120,Tremelo,4.6755134,50.9900457,1
1391,202005041390,1070,Anderlecht,4.3123401,50.8381411,1
1392,202005041391,1070,Anderlecht,4.3123401,50.8381411,1
1393,202005041392,1070,Anderlecht,4.3123401,50.8381411,1
1394,202005041393,1070,Anderlecht,4.3123401,50.8381411,1
1395,202005041394,1070,Anderlecht,4.3123401,50.8381411,1
